ID,BARANGAY,DATE COMMITTED,MONTH COMMITTED,DAY COMMITTED,YEAR COMMITTED,TIME COMMITTED,OFFENSE,VICTIMS Age,VICTIMS Gender,SUSPECTS Age,SUSPECTS Gender,VICTIMS COUNT,SUSPECTS COUNT,VEHICLE KIND,LONGITUDE,LATITUDE,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION
523,Nancayasan,4/28/2022,4,28,2022,5:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,24.0,M,28.0,M,2,1,"TRICYCLE,TRUCK",120.5695566,15.9586878,0.0,36.2,26.0,3.0,160.0
524,Nancayasan,4/28/2022,4,28,2022,5:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,24.0,M,28.0,M,2,1,"TRICYCLE,TRUCK",120.5690376,15.958675,0.0,36.2,26.0,3.0,160.0
525,San Jose,5/3/2022,5,3,2022,22:00:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,12.0,M,24.0,M,7,1,CAR,120.5027797,15.9951432,8.7,33.0,24.7,3.0,160.0
526,San Jose,5/3/2022,5,3,2022,22:00:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,12.0,M,24.0,M,7,1,CAR,120.5051166,15.996448,8.7,33.0,24.7,3.0,160.0
527,Nancamaliran West,5/4/2022,5,4,2022,12:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,11.0,F,35.0,M,1,1,CAR,120.5535885,15.9744922,0.0,35.0,25.4,3.0,160.0
528,Anonas,5/25/2022,5,26,2022,15:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,27.0,M,62.0,M,1,1,"CAR,MOTORCYCLE",120.5772159,16.0012655,1.0,35.0,26.0,2.0,180.0
529,San Vicente,5/25/2022,6,25,2022,19:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,31.0,M,40.0,M,1,1,"CAR,MOTORCYCLE",120.5740028,15.9925693,0.6,33.0,25.0,3.0,160.0
530,Camantiles,7/5/2022,7,5,2022,17:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,31.0,F,44.0,M,1,2,"CAR,MOTORCYCLE",120.5336407,16.0042846,8.4,33.0,23.8,3.0,140.0
531,Nancayasan,7/8/2022,7,8,2022,4:00:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,55.0,M,29.0,M,1,1,"CAR,TRICYCLE",120.5686384,15.9586725,0.0,30.9,25.5,3.0,120.0
532,Nancayasan,7/8/2022,7,8,2022,4:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,55.0,M,29.0,M,1,1,"CAR,TRICYCLE",120.5682578,15.9586315,0.0,30.9,25.5,3.0,120.0
533,Camanang,7/10/2022,7,10,2022,0:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,33.0,M,69.0,M,2,1,MOTORCYCLE,120.5875695,15.9634149,-1.0,35.5,26.2,2.0,180.0
534,Camanang,7/10/2022,7,10,2022,0:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,33.0,M,69.0,M,2,1,MOTORCYCLE,120.5882349,15.9607126,-1.0,35.5,26.2,2.0,180.0
535,Nancayasan,7/15/2022,7,15,2022,19:10:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,36.0,M,21.0,M,1,1,MOTORCYCLE,120.5679277,15.9583961,0.3,33.5,25.0,4.0,360.0
536,Anonas,7/18/2022,7,18,2022,18:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,57.0,M,12.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5778317,16.0012419,-1.0,31.8,25.0,3.0,180.0
537,Santo Domingo,7/18/2022,7,18,2022,19:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,22.0,M,26.0,M,1,1,MOTORCYCLE,120.5659848,15.9623171,-1.0,31.8,25.0,3.0,180.0
538,Santo Domingo,7/24/2022,7,24,2022,10:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,50.0,M,58.0,M,1,1,"CAR,MOTORCYCLE",120.5649228,15.9620484,0.0,34.5,26.0,4.0,340.0
539,Santo Domingo,7/24/2022,7,24,2022,10:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,50.0,M,58.0,M,1,1,"CAR,MOTORCYCLE",120.5644012,15.9619102,0.0,34.5,26.0,4.0,340.0
540,Pinmaludpod,7/25/2022,7,25,2022,8:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,60.0,M,45.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.517431,15.9945266,0.3,32.3,25.0,2.0,160.0
541,Pinmaludpod,7/25/2022,7,25,2022,8:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,60.0,M,45.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5375432,15.979382,0.3,32.3,25.0,2.0,160.0
542,Nancayasan,8/22/2022,8,22,2022,2:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,24.0,M,34.0,M,1,1,"CAR,MOTORCYCLE",120.5676243,15.9581453,46.4,30.0,25.5,10.0,340.0
543,Nancayasan,8/22/2022,8,22,2022,2:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,24.0,M,34.0,M,1,1,"CAR,MOTORCYCLE",120.5673103,15.9576975,46.4,30.0,25.5,10.0,340.0
544,Nancayasan,8/22/2022,8,22,2022,4:25:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,37.0,M,30.0,M,1,5,MOTORCYCLE,120.567108,15.9572036,46.4,30.0,25.5,10.0,340.0
545,Nancayasan,8/22/2022,8,22,2022,4:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,M,30.0,M,1,5,MOTORCYCLE,120.5669084,15.9567583,46.4,30.0,25.5,10.0,340.0
546,Catablan,8/23/2022,8,23,2022,22:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,38.0,M,30.0,M,1,1,"CAR,TRICYCLE",120.4961518,15.9862572,60.0,29.0,23.2,4.0,160.0
547,Catablan,8/23/2022,8,23,2022,22:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,38.0,M,30.0,M,1,1,"CAR,TRICYCLE",120.4935594,15.9891638,60.0,29.0,23.2,4.0,160.0
548,Santa Lucia,8/26/2022,8,26,2022,0:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,43.0,M,38.0,M,1,1,"CAR,TRUCK",120.5554436,15.9704237,-1.0,33.0,25.6,4.0,340.0
549,Santa Lucia,8/26/2022,8,26,2022,0:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,43.0,M,38.0,M,1,1,"CAR,TRUCK",120.5550763,15.9706028,-1.0,33.0,25.6,4.0,340.0
550,Catablan,10/8/2022,10,8,2022,7:35:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,69.0,M,45.0,M,1,1,MOTORCYCLE,120.4908047,15.9917045,3.0,34.0,24.8,2.0,320.0
551,Nancayasan,10/10/2022,10,10,2022,22:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,18.0,M,39.0,M,1,1,"MOTORCYCLE,VAN",120.5666449,15.9564257,0.0,32.5,24.5,3.0,340.0
552,Santo Domingo,10/12/2022,10,12,2022,18:15:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,48.0,M,50.0,M,1,1,"MOTORCYCLE,TRUCK",120.5630491,15.9615622,52.0,31.8,24.6,3.0,140.0
553,Nancamaliran East,10/15/2022,10,15,2022,3:35:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,22.0,M,56.0,M,1,1,"MOTORCYCLE,TRUCK",120.5575782,15.9770587,27.0,31.5,25.0,9.0,340.0
554,Nancamaliran East,10/15/2022,10,15,2022,3:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,22.0,M,56.0,M,1,1,"MOTORCYCLE,TRUCK",120.5575622,15.9786541,27.0,31.5,25.0,9.0,340.0
555,Nancayasan,10/20/2022,10,20,2022,20:40:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,19.0,M,32.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5663335,15.9560111,14.5,30.8,24.8,3.0,360.0
556,Nancayasan,10/20/2022,10,20,2022,20:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,19.0,M,32.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5660726,15.9555991,14.5,30.8,24.8,3.0,360.0
557,Cabuloan,10/21/2022,10,21,2022,16:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,12.0,F,52.0,M,1,1,PICK-UP,120.5993709,15.9764906,1.7,33.0,25.0,3.0,180.0
558,Nancamaliran East,10/28/2022,10,28,2022,23:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,27.0,M,19.0,M,1,1,MOTORCYCLE,120.5571231,15.9789841,6.0,31.0,26.0,3.0,270.0
559,Nancamaliran East,10/28/2022,10,28,2022,23:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,27.0,M,19.0,M,1,1,MOTORCYCLE,120.557332,15.9781014,6.0,31.0,26.0,3.0,270.0
560,Catablan,11/6/2022,11,6,2022,21:05:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,32.0,M,26.0,M,1,1,MOTORCYCLE,120.4888936,15.9935108,0.0,33.0,24.5,3.0,90.0
561,Catablan,11/6/2022,11,6,2022,21:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,32.0,M,26.0,M,1,1,MOTORCYCLE,120.4874471,15.9948387,0.0,33.0,24.5,3.0,90.0
562,Camantiles,11/8/2022,11,8,2022,23:25:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,22.0,M,29.0,M,1,1,MOTORCYCLE,120.5302658,16.0067944,0.0,32.0,24.0,3.0,160.0
563,Camantiles,11/8/2022,11,8,2022,23:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,22.0,M,29.0,M,1,1,MOTORCYCLE,120.556999,15.990313,0.0,32.0,24.0,3.0,160.0
564,Cabuloan,11/10/2022,11,10,2022,4:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,44.0,M,67.0,M,1,1,CAR,120.604569,15.9846632,0.0,32.8,26.3,3.0,320.0
565,San Vicente,11/10/2022,11,10,2022,11:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,41.0,M,51.0,F,2,1,"MOTORCYCLE,PICK-UP",120.5739389,15.992339,0.0,32.8,26.3,3.0,320.0
566,San Vicente,11/10/2022,11,10,2022,11:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,41.0,M,51.0,F,2,1,"MOTORCYCLE,PICK-UP",120.5738857,15.9920832,0.0,32.8,26.3,3.0,320.0
567,Poblacion,11/22/2022,11,22,2022,23:25:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,54.0,F,36.0,M,1,1,MOTORCYCLE,120.5714211,15.9744909,0.0,34.5,25.1,2.0,160.0
568,San Vicente,11/26/2022,11,26,2022,5:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,43.0,M,25.0,M,1,1,CAR,120.5738271,15.9918375,0.0,31.4,23.5,3.0,340.0
569,Nancayasan,11/29/2022,11,29,2022,21:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,27.0,M,48.0,M,1,1,VAN,120.5658597,15.9552536,0.0,32.8,25.2,3.0,340.0
570,Bayaoas,12/4/2022,12,4,2022,23:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,23.0,M,27.0,M,1,1,MOTORCYCLE,120.5791762,15.9787001,0.0,32.8,24.2,2.0,180.0
571,Bayaoas,12/4/2022,12,4,2022,23:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,M,27.0,M,1,1,MOTORCYCLE,120.5804351,15.9833595,0.0,32.8,24.2,2.0,180.0
572,Bayaoas,12/5/2022,12,5,2022,22:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,23.0,F,34.0,M,1,1,"MOTORCYCLE,VAN",120.580845,15.9843779,0.0,33.0,25.1,2.0,360.0
573,Bayaoas,12/5/2022,12,5,2022,22:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,F,34.0,M,1,1,"MOTORCYCLE,VAN",120.5736774,15.9799002,0.0,33.0,25.1,2.0,360.0
574,Nancayasan,1/10/2023,1,10,2023,21:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,59.0,M,41.0,M,1,1,"CAR,TRICYCLE",120.5656175,15.9548493,0.0,30.5,21.5,3.0,180.0
575,Nancayasan,1/10/2023,1,10,2023,21:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,59.0,M,41.0,M,1,1,"CAR,TRICYCLE",120.5653487,15.9543631,0.0,30.5,21.5,3.0,180.0
576,Nancayasan,1/10/2023,1,10,2023,21:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,59.0,M,41.0,M,1,1,"CAR,TRICYCLE",120.5651544,15.9538999,0.0,30.5,21.5,3.0,180.0
577,Santo Domingo,1/22/2023,1,22,2023,5:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,17.0,M,39.0,M,1,1,CAR,120.5617582,15.9612602,0.0,31.5,22.0,2.0,160.0
578,Catablan,1/23/2023,1,23,2023,9:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,30.0,M,27.0,M,1,1,MOTORCYCLE,120.4868562,15.9915894,0.0,30.5,23.2,3.0,360.0
579,Catablan,1/23/2023,1,23,2023,9:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,30.0,M,27.0,M,1,1,MOTORCYCLE,120.4980069,15.9665758,0.0,30.5,23.2,3.0,360.0
580,Camanang,1/29/2023,1,29,2023,22:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,35.0,M,54.0,M,2,1,"MOTORCYCLE,VAN",120.593585,15.96514,0.0,29.0,21.8,2.0,160.0
581,Camanang,1/29/2023,1,29,2023,22:15:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE HOMICIDE - RPC Art 365,35.0,M,54.0,M,2,1,"MOTORCYCLE,VAN",120.593723,15.961117,0.0,29.0,21.8,2.0,160.0
582,Santa Lucia,2/1/2023,2,1,2023,2:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,16.0,M,55.0,M,3,1,"MOTORCYCLE,TRUCK",120.5554649,15.9710429,0.0,32.8,22.7,3.0,180.0
583,Santa Lucia,2/1/2023,2,1,2023,2:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,16.0,M,55.0,M,3,1,"MOTORCYCLE,TRUCK",120.5549326,15.9710685,0.0,32.8,22.7,3.0,180.0
584,Santa Lucia,2/1/2023,2,1,2023,2:00:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE HOMICIDE - RPC Art 365,16.0,M,55.0,M,3,1,"MOTORCYCLE,TRUCK",120.5551242,15.9717441,0.0,32.8,22.7,3.0,180.0
585,Nancamaliran West,2/4/2023,2,4,2023,20:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,M,54.0,M,1,1,"TRICYCLE,TRUCK",120.5550311,15.9746381,0.0,33.0,23.1,5.0,160.0
586,Poblacion,2/11/2023,2,11,2023,22:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,,,40.0,M,0,1,"CAR,TRUCK",120.57198,15.9745421,0.0,32.0,22.5,3.0,360.0
587,Nancayasan,2/16/2023,2,16,2023,22:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,39.0,F,36.0,M,1,1,MOTORCYCLE,120.5649361,15.9533778,0.0,31.5,21.2,3.0,180.0
588,Pinmaludpod,2/26/2023,2,26,2023,19:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,51.0,M,38.0,M,1,1,TRICYCLE,120.5383843,15.9789419,0.0,32.0,23.5,4.0,180.0
589,Cayambanan,3/9/2023,3,9,2023,8:45:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,8.0,M,20.0,M,1,1,MOTORCYCLE,120.5885722,16.0119866,0.0,32.0,23.1,5.0,340.0
590,Santo Domingo,3/27/2023,3,27,2023,9:10:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,86.0,M,59.0,M,3,2,"BICYCLE,CAR,MOTORCYCLE",120.5570339,15.962399,0.0,36.5,25.0,4.0,160.0
591,Santo Domingo,3/27/2023,3,27,2023,9:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,86.0,M,59.0,M,3,2,"BICYCLE,CAR,MOTORCYCLE",120.5587799,15.9626677,0.0,36.5,25.0,4.0,160.0
592,Santo Domingo,3/27/2023,3,27,2023,9:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,86.0,M,59.0,M,3,2,"BICYCLE,CAR,MOTORCYCLE",120.5587919,15.9634763,0.0,36.5,25.0,4.0,160.0
593,Santo Domingo,4/5/2023,4,5,2023,5:00:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,25.0,M,41.0,M,2,1,CAR,120.5587733,15.9640469,0.0,33.0,25.2,4.0,340.0
594,Santo Domingo,4/5/2023,4,5,2023,5:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,25.0,M,41.0,M,2,1,CAR,120.5579588,15.9642133,0.0,33.0,25.2,4.0,340.0
595,Nancayasan,4/6/2023,4,6,2023,18:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,72.0,F,22.0,M,1,1,MOTORCYCLE,120.5648057,15.9529594,0.0,34.0,25.9,5.0,340.0
596,Pinmaludpod,4/23/2023,4,23,2023,11:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,58.0,M,39.0,M,1,1,BUS,120.5390577,15.978576,0.0,35.0,26.3,4.0,320.0
597,Anonas,4/28/2023,4,28,2023,1:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,M,23.0,M,1,1,"CAR,TRUCK",120.5785806,16.001526,0.0,35.0,25.6,4.0,320.0
598,Nancayasan,5/1/2023,5,1,2023,0:05:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,37.0,M,30.0,M,1,1,CAR,120.56467,15.9525295,11.0,37.0,25.0,2.0,90.0
599,Nancayasan,5/3/2023,5,3,2023,21:05:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,53.0,M,44.0,M,1,1,"BICYCLE,BUS",120.564324,15.9523913,0.0,37.0,26.2,4.0,180.0
600,Anonas,5/9/2023,5,9,2023,18:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,57.0,M,50.0,M,1,1,"BUS,TRICYCLE",120.579561,16.0019617,0.0,34.4,26.5,4.0,180.0
601,Anonas,5/12/2023,5,12,2023,19:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,31.0,M,28.0,M,1,1,"CAR,MOTORCYCLE",120.580295,16.00226,83.5,35.2,25.0,3.0,160.0
602,Anonas,5/12/2023,5,12,2023,19:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,28.0,M,40.0,F,1,1,"CAR,MOTORCYCLE",120.5835983,16.0024637,83.5,35.2,25.0,3.0,160.0
603,Anonas,5/12/2023,5,12,2023,19:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,28.0,M,40.0,F,1,1,"CAR,MOTORCYCLE",120.5839235,16.0020517,83.5,35.2,25.0,3.0,160.0
604,Poblacion,6/1/2023,6,1,2023,22:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,20.0,M,36.0,M,2,1,"CAR,MOTORCYCLE",120.5726906,15.9745805,0.0,34.5,25.5,4.0,320.0
605,Poblacion,6/1/2023,6,1,2023,22:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,20.0,M,36.0,M,2,1,"CAR,MOTORCYCLE",120.5732948,15.9746317,0.0,34.5,25.5,4.0,320.0
606,Poblacion,6/1/2023,6,1,2023,22:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,20.0,M,36.0,M,2,1,"CAR,MOTORCYCLE",120.5739602,15.9746982,0.0,34.5,25.5,4.0,320.0
607,Poblacion,6/8/2023,6,8,2023,11:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,23.0,M,41.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5744579,15.9747801,0.0,33.8,27.5,4.0,320.0
608,Poblacion,6/8/2023,6,8,2023,11:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,M,41.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5735902,15.9755426,0.0,33.8,27.5,4.0,320.0
609,Nancayasan,6/18/2023,6,18,2023,22:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,21.0,M,22.0,F,3,1,"MOTORCYCLE,TRICYCLE",120.5688859,15.9623357,0.0,33.0,26.0,4.0,90.0
610,Nancayasan,6/18/2023,6,18,2023,22:50:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,21.0,M,22.0,F,3,1,"MOTORCYCLE,TRICYCLE",120.5687635,15.9615859,0.0,33.0,26.0,4.0,90.0
611,Anonas,6/21/2023,6,21,2023,7:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,29.0,F,20.0,M,1,1,"CAR,MOTORCYCLE",120.5815612,16.0027147,0.0,33.3,27.1,4.0,320.0
612,San Vicente,6/24/2023,6,24,2023,8:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,19.0,M,71.0,M,1,1,"CAR,MOTORCYCLE",120.5737899,15.9915919,16.0,34.5,25.5,4.0,160.0
613,Cayambanan,7/2/2023,7,2,2023,19:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,50.0,F,38.0,M,1,1,"CAR,TRICYCLE",120.5846704,16.0034071,92.0,32.9,24.5,3.0,140.0
614,Cabuloan,7/12/2023,7,12,2023,21:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,52.0,M,21.0,M,2,1,MOTORCYCLE,120.5949474,15.9768527,1.0,34.0,26.3,3.0,140.0
615,Cabuloan,7/12/2023,7,12,2023,21:00:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,52.0,M,21.0,M,2,1,MOTORCYCLE,120.6017637,15.9774745,1.0,34.0,26.3,3.0,140.0
616,Anonas,7/28/2023,7,28,2023,22:40:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,35.0,M,47.0,M,1,1,"CAR,MOTORCYCLE",120.5840541,16.0018078,32.5,29.0,24.5,2.0,160.0
617,Pinmaludpod,7/31/2023,7,31,2023,5:00:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE HOMICIDE - RPC Art 365,33.0,M,38.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5397949,15.9782178,5.6,28.0,25.2,2.0,140.0
618,Poblacion,8/13/2023,8,13,2023,2:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,43.0,M,66.0,M,1,1,JEEP,120.5736461,15.975082,0.0,34.9,26.5,4.0,300.0
619,Nancayasan,8/19/2023,8,19,2023,0:40:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,42.0,M,58.0,M,1,1,NOT INDICATED,120.568641,15.960895,8.4,35.0,25.0,3.0,160.0
620,Nancayasan,8/24/2023,8,24,2023,20:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,27.0,M,42.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5685452,15.9604343,0.0,32.0,27.0,3.0,160.0
621,Nancayasan,8/24/2023,8,24,2023,20:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,27.0,M,42.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5684973,15.96003,0.0,32.0,27.0,3.0,160.0
622,Nancayasan,8/24/2023,8,24,2023,21:35:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,69.0,M,41.0,M,1,1,"BICYCLE,MOTORCYCLE",120.5685133,15.9596103,0.0,32.0,27.0,3.0,160.0
623,Nancayasan,8/24/2023,8,24,2023,21:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,69.0,M,41.0,M,1,1,"BICYCLE,MOTORCYCLE",120.5685479,15.9591984,0.0,32.0,27.0,3.0,160.0
624,Anonas,9/1/2023,9,1,2023,19:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,58.0,M,54.0,M,1,2,CAR,120.5843989,16.0010169,85.8,28.2,25.3,2.0,140.0
625,Santa Lucia,9/3/2023,9,3,2023,1:15:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,21.0,F,41.0,M,9,1,"CAR,TRUCK",120.5549379,15.9716673,30.4,30.0,25.5,2.0,160.0
626,Santa Lucia,9/3/2023,9,3,2023,1:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,21.0,F,41.0,M,9,1,"CAR,TRUCK",120.5550391,15.9720358,30.4,30.0,25.5,2.0,160.0
